benedictine,223
dromio,223
machine,223
illinois,223
includes,223
alas,223
mark,222
version,222
worthy,222
found,222
1990-1993,221
commercial,221
prohibited,221
commercially,221
download,221
proteus,220
horse,220
sun,220
membership.>>,220
<<this,220
antipholus,220
less,220
foul,218
desire,217
same,217
sound,217
ha,216
mrs,216
prithee,216
gold,216
devil,215
cry,215
looks,214
care,214
coriolanus,214
pity,213
new,213
ne'er,213
knows,212
soldiers,211
grief,211
sit,211
save,211
petruchio,210
clarence,210
royal,209
here's,208
gentlemen,208
to-morrow,208
lose,207
wish,207
draw,207
dare,207
breath,206
half,206
angelo,206
bastard,206
toby,205
margaret,204
worth,203
lives,203
company,203
purpose,203
o'er,203
proud,202
times,202
general,202
yes,202
land,202
happy,201
nurse,201
charge,200
read,200
wear,200
beauty,199
days,199
talk,199
music,199
quickly,198
loves,198
kill,198
age,197
hector,197
pompey,197
berowne,196
brought,196
menenius,196
sight,196
sea,196
people,196
return,196
cold,195
holy,195
gracious,195
helena,194
ho,193
uncle,193
thyself,192
dog,192
run,192
given,191
kent,190
bardolph,190
late,190
ear,190
joy,190
patience,189
further,189
yea,188
law,188
field,187
because,186
comfort,186
sister,186
pandarus,186
citizen,186
free,186
highness,186
kiss,185
known,185
serve,185
years,184
neither,184
remember,184
watch,184
work,184
pistol,183
ah,183
didst,183
virtue,183
praise,182
air,182
strong,182
friar,182
money,182
is't,181
call'd,179
cressida,179
need,178
something,178
hate,177
sorrow,177
pleasure,177
wind,176
seem,175
parolles,175
certain,175
trust,175
grave,175
warrant,174
portia,174
claudio,174
sake,173
bolingbroke,173
sons,173
anne,172
hearts,172
bound,172
goes,172
canst,172
command,171
cut,171
doubt,171
mercy,171
ii,171
thanks,171
maid,171
truly,169
captain,169
princess,169
merry,169
king's,168
foot,167
hang,167
rich,167
side,167
ephesus,166
host,166
demetrius,166
achilles,166
next,166
either,165
em,165
heavy,165
over,164
hell,164
rom,163
imogen,163
english,163
sick,163
orlando,163
knave,163
born,162
weep,162
almost,161
wise,161
ground,161
ask,161
fault,161
twas,161
brave,160
palace,160
hard,160
fit,160
black,159
isabella,159
sad,159
worse,158
took,158
themselves,158
man's,158
knew,158
haste,157
talbot,157
behold,156
base,156
enemy,156
women,155
ring,155
change,155
course,155
content,155
ten,155
having,155
pedro,155
strike,154
voice,154
stands,154
enobarbus,154
drink,154
ears,154
coming,153
earl,153
fie,153
unless,153
revenge,152
straight,152
methinks,152
sin,152
fal,151
common,151
duty,150
she's,150
leontes,150
valiant,149
note,149
hastings,149
northumberland,149
question,149
four,148
emilia,148
spoke,148
married,148
person,148
you'll,148
needs,147
open,147
hark,147
above,147
pass,147
lead,146
oft,146
report,146
lest,146
olivia,146
already,145
gives,145
salisbury,145
past,145
deed,145
sirrah,145
iii,144
julia,144
somerset,144
door,144
heavens,144
ready,143
ladies,143
cardinal,143
yield,143
marcius,143
twenty,143
to-day,143
eat,142
point,142
viola,142
arm,142
sovereign,142
oath,142
attendants,141
prospero,141
become,141
london,141
duchess,141
presently,141
soon,140
suit,139
withal,139
wherefore,139
sebastian,139
sing,139
pay,138
to-night,138
just,138
hours,138
sicinius,138
marcus,138
tranio,138
country,137
grow,137
tender,137
paris,136
deep,136
fare,136
romeo,136
lov'd,135
bertram,135
signior,135
liege,135
wars,135
bene,135
bold,135
self,135
lips,134
clifford,134
met,134
deny,133
flourish,133
lucio,133
water,133
apemantus,133
t,132
caius,131
wouldst,131
want,131
wherein,131
counsel,130
sworn,130
flesh,130
god's,129
appear,129
fast,129
guard,129
norfolk,128
posthumus,128
knight,128
white,127
spirits,127
office,127
letters,127
speaks,127
fell,127
celia,126
pale,126
saint,126
ajax,126
city,126
slave,126
woe,126
five,126
charles,126
mouth,125
malvolio,125
witness,125
slain,125
town,125
write,125
thersites,125
lucentio,125
claud,124
glad,124
anon,124
speech,124
moon,124
often,123
armado,123
bosom,123
morning,123
confess,123
traitor,123
march,122
silvia,122
got,122
bad,122
walk,122
fetch,122
twere,122
sport,121
rage,121
iv,121
sense,121
countess,121
conscience,121
roman,121
whole,120
costard,120
camillo,120
leon,120
bassanio,119
elizabeth,119
dream,119
soft,119
excellent,119
living,119
glou,118
strength,118
deeds,118
lafeu,118
behind,118
jul,117
hero,117
loss,117
favour,117
seems,116
attend,116
pretty,116
kill'd,116
kings,116
provost,116
de,115
hortensio,115
win,115
wonder,115
loving,115
whilst,114
hundred,114
ulysses,114
vile,114
maria,114
plain,114
lordship,113
ourselves,113
hair,113
begin,113
touch,112
action,112
longer,112
chamber,112
simple,112
along,112
bianca,112
katherina,111
silence,111
battle,111
parts,111
pride,111
enemies,111
drum,110
marriage,110
widow,110
servants,110
hostess,110
issue,110
he'll,110
hide,110
form,110
entreat,110
katharine,109
fortunes,109
takes,109
noise,109
cymbeline,109
shepherd,109
mighty,109
macduff,109
children,109
grant,109
case,109
morrow,109
dull,109
hor,109
souls,108
doctor,108
baptista,107
besides,107
chief,107
hamlet,107
count,107
pluck,107
slender,107
heir,107
evans,107
harry,107
heads,107
presence,106
roderigo,106
going,106
bears,106
shylock,106
tale,106
force,106
bless,105
kate,105
choose,105
cominius,104
teach,104
cloten,104
worst,104
green,104
passion,104
where's,104
anything,104
throw,104
jest,103
poins,103
feel,103
toward,103
castle,103
charmian,103
paper,103
close,103
bottom,103
chance,103
fools,102
died,102
dauphin,102
masters,102
subject,102
promise,102
shows,102
moth,102
officer,102
hadst,101
weak,101
to't,101
shake,101
boyet,101
health,101
dies,101
gates,101
least,101
gainst,101
on't,101
pisanio,100
buy,100
wolsey,100
awhile,100
princes,100
adieu,100
quick,100
deliver,100
cap,100
writ,100
honourable,99
lysander,99
respect,99
judgment,99
troth,99
danger,99
v,98
gratiano,98
exeter,98
faults,98
edg,98
escalus,98
went,98
move,98
fashion,98
small,98
dangerous,98
feast,98
lack,98
aufidius,97
herself,97
hermia,97
curse,97
cade,97
understand,97
aaron,96
receive,96
cast,96
iachimo,96
whether,96
mortal,96
quarrel,96
army,96
kept,96
wert,96
scorn,95
valour,95
foolish,95
measure,95
stop,95
low,95
grumio,95
won,95
hubert,94
plague,94
virtuous,94
breast,94
westmoreland,94
short,94
hearing,94
beg,94
rosaline,93
wisdom,93
laid,93
ta'en,93
stood,93
offence,93
try,93
fine,93
angry,93
aguecheek,93
tent,93
look'd,93
lend,93
among,93
consent,93
worship,93
taken,92
agamemnon,92
beard,92
murderer,92
order,92
troy,92
year,92
witch,92
forget,92
men's,92
gremio,92
golden,91
calls,91
emperor,91
harm,91
sings,91
book,91
learn,91
adriana,91
ariel,91
sorry,91
kingdom,91
lion,91
pains,91
perceive,90
senator,90
thither,90
thence,90
hurt,90
stephano,90
prison,90
turn'd,90
alive,89
fluellen,89
treason,89
tamora,89
commend,89
fearful,89
reads,89
brief,89
banish'd,88
love's,88
ass,88
lewis,88
fled,88
jaques,88
touchstone,88
whither,88
forward,88
piece,87
fresh,87
grey,87
judge,87
carry,87
dinner,87
patient,87
alarum,86
diomedes,86
forgot,86
pol,86
shape,86
trumpets,86
quite,86
honesty,86
venice,86
officers,86
corn,86
mock,86
greater,86
offer,86
ours,85
boys,85
humour,85
blow,85
broke,85
ghost,85
drawn,85
title,85
who's,85
laugh,84
glory,84
coward,84
prayers,84
steal,84
moor,84
polixenes,84
walls,84
woman's,84
wild,84
trumpet,84
held,84
aeneas,83
paulina,83
constable,83
wounds,83
opinion,83
birth,83
street,83
wine,83
belarius,82
citizens,82
blame,82
launcelot,82
amen,82
jack,82
holds,82
launce,82
whereof,82
prisoner,81
match,81
purse,81
suffer,81
lorenzo,81
caesar's,81
making,81
safe,81
in't,81
pucelle,80
stir,80
lancaster,80
feed,80
blind,80
double,80
tear,80
falls,80
wast,80
labour,80
brother's,79
edm,79
wits,79
although,79
whiles,79
poison,79
burgundy,79
motion,79
several,79
brain,79
song,79
brothers,79
taste,79
e'er,79
manner,79
sudden,79
folly,78
ancient,78
excuse,78
burn,78
rogue,78
rise,78
camp,78
tower,77
knowledge,77
vow,77
awake,77
desires,77
quiet,77
trouble,77
percy,77
view,77
borne,77
shadow,77
brook,77
la,77
vain,77
smile,77
alack,77
endure,76
juliet,76
plantagenet,76
until,76
princely,76
dumain,76
dark,76
precious,76
due,76
obey,76
proof,76
blessed,76
sometime,76
grows,76
thomas,75
wales,75
guiderius,75
autolycus,75
cunning,75
weary,75
fears,75
helen,75
goodly,75
tongues,75
whence,75
drop,75
keeps,75
bones,75
fabian,74
mother's,74
struck,74
peter,74
forgive,74
greatness,74
terms,74
cheek,74
woo,74
lo,74
bitter,74
do't,74
round,74
aught,74
knock,73
wound,73
twixt,73
biondello,73
owe,73
train,73
lieutenant,73
liberty,73
reg,73
wrongs,73
cheer,73
yourselves,73
shouldst,73
occasion,73
bond,73
patroclus,73
proceed,72
catesby,72
approach,72
lavinia,72
advantage,72
forbid,72
casca,72
colour,72
ross,72
heels,72
safety,72
fellows,72
orleans,72
know'st,72
affection,71
athens,71
aumerle,71
jove,71
dispatch,71
thurio,71
scarce,71
fill,71
foes,71
caliban,71
montague,71
dance,71
rude,71
wealth,71
blows,70
edmund,70
stars,70
lepidus,70
wall,70
bearing,70
leaves,70
forest,70
neck,70
beast,70
seven,70
cheeks,70
towards,70
guilty,70
cruel,70
effect,70
twice,70
malice,70
manners,70
large,70
archbishop,69
wretched,69
meat,69
for't,69
yonder,69
honours,69
room,69
choice,69
cried,69
swords,69
catch,69
gaunt,69
doing,69
priest,69
oaths,69
banquo,69
melancholy,69
pleas'd,69
hang'd,69
philip,69
monster,69
legs,69
brow,69
spent,69
theseus,69
ben,68
volumnia,68
christian,68
rough,68
say'st,68
drunk,68
red,68
madness,68
chamberlain,68
embrace,68
fame,68
led,68
pure,68
richmond,68
bright,68
follows,68
mayst,68
sort,68
jew,68
hail,67
gonzalo,67
blunt,67
vows,67
affairs,67
tribunes,66
private,66
creature,66
idle,66
throne,66
thief,66
story,66
seal,66
thrice,66
benedick,66
katherine,66
george,66
ways,66
gentlewoman,66
master's,66
steel,66
fain,66
defend,66
spend,66
fat,66
argument,66
courage,66
saturninus,65
murder,65
fury,65
loud,65
damn'd,65
becomes,65
swift,65
quoth,65
nerissa,65
fought,65
nestor,65
prepare,65
pain,65
winchester,65
colours,64
lucetta,64
rose,64
dry,64
wood,64
england's,64
chain,64
monstrous,64
deserve,64
food,64
reasons,64
miranda,64
heat,64
gift,64
paid,64
nose,64
post,64
breathe,64
depart,64
nym,63
leisure,63
few,63
niece,63
mortimer,63
diana,63
former,63
arviragus,63
secret,63
humble,63
proper,63
liv'd,63
sharp,63
cross,63
remain,63
request,63
knee,63
cries,63
church,62
courtesy,62
gate,62
doors,62
sooner,62
easy,62
hermione,62
tune,62
thunder,62
remembrance,62
twill,62
holofernes,62
kneel,62
eros,62
claim,62
mer,62
wait,62
flavius,62
always,62
fiend,62
laer,62
lovers,61
instant,61
lawful,61
finger,61
wives,61
arthur,61
silver,61
evil,61
lady's,61
foe,61
forsworn,61
sometimes,61
humbly,61
wicked,61
trinculo,60
crowns,60
florizel,60
mend,60
spare,60
longaville,60
broken,60
study,60
demand,60
abroad,60
mowbray,60
merchant,60
fail,60
wanton,60
pyramus,60
le,60
alcibiades,60
beggar,60
horses,59
spite,59
nine,59
repent,59
dreadful,59
mar,59
discourse,59
clear,59
beyond,59
dust,59
senators,59
subjects,59
powers,59
clouds,59
malcolm,59
hit,59
offend,59
asleep,59
rain,59
poet,59
giving,58
natural,58
stol'n,58
warlike,58
stone,58
able,58
mere,58
stanley,58
list,58
alb,58
jewel,58
andronicus,58
sits,58
single,58
stones,58
memory,58
shut,58
mayor,58
seat,58
rivers,58
oph,58
possible,58
traitors,58
herald,58
receiv'd,58
public,57
forbear,57
ones,57
fairy,57
spring,57
grown,57
luciana,57
agrippa,57
bids,57
trial,57
horns,57
six,57
jessica,57
meaning,57
happiness,57
join,57
nought,57
wretch,57
feet,57
thinks,57
remedy,57
storm,57
seeming,57
sack,57
aid,57
griefs,56
weeping,56
condition,56
ride,56
rare,56
humphrey,56
rascal,56
thrive,56
fond,56
therein,56
sum,56
delight,56
gain,56
buried,56
saying,56
duke's,56
betwixt,56
glass,56
beatrice,55
teeth,55
goodness,55
wench,55
tybalt,55
particular,55
voices,55
puck,55
authority,55
bare,55
wide,55
denied,55
wings,55
us'd,55
cure,55
oxford,55
visit,55
undone,55
countenance,55
begins,55
turns,55
table,55
freely,55
dearest,55
absence,55
daughters,54
charity,54
wrath,54
romans,54
reverend,54
thrust,54
oliver,54
summer,54
perfect,54
below,54
heavenly,54
anger,54
lands,54
tomb,54
keeper,54
hopes,54
ease,54
shore,54
minds,54
despair,54
flies,54
realm,53
ferdinand,53
faces,53
brings,53
edward's,53
deal,53
menas,53
quality,53
puts,53
heed,53
gross,53
gon,53
show'd,53
lovely,53
gallant,53
supper,53
intend,53
blest,53
ransom,53
quince,53
gower,53
painted,52
despite,52
followers,52
flight,52
counterfeit,52
naked,52
wake,52
plot,52
promis'd,52
womb,52
angel,52
knife,52
lover,52
vouchsafe,52
spoken,52
tidings,52
durst,51
sickness,51
vengeance,51
hers,51
swore,51
tree,51
girl,51
drops,51
innocent,51
doll,51
protest,51
pound,51
wash,51
chiron,51
top,51
neighbour,51
envy,51
treasure,51
vice,51
following,51
greatest,51
meeting,51
sign,51
britain,51
heart's,51
knees,51
mirth,51
encounter,51
me-,51
trick,50
sigh,50
surrey,50
an't,50
fourth,50
suddenly,50
bought,50
sighs,50
seeing,50
guess,50
world's,50
empty,50
seest,50
blush,50
protector,50
touch'd,50
streets,50
kindness,50
ducats,50
credit,50
assure,50
modesty,50
alonso,50
number,50
return'd,50
slow,50
shed,50
early,50
merit,50
throat,49
spake,49
appears,49
party,49
winds,49
tonight,49
francis,49
outward,49
perchance,49
ship,49
deadly,49
learned,49
taught,49
ends,49
obedience,49
chide,49
consider,49
desperate,49
reignier,49
rule,49
council,49
meant,49
jealous,49
tyrant,49
virtues,49
elbow,49
civil,49
divine,49
rank,49
they'll,49
estate,48
don,48
bedford,48
constance,48
disgrace,48
cost,48
constant,48
henry's,48
smell,48
success,48
bestow,48
tide,48
execution,48
devise,48
salerio,48
challenge,48
gown,48
breed,48
conduct,48
garments,48
stuff,48
doom,48
wont,48
tailor,48
hereafter,48
names,48
alencon,48
murther,48
intent,48
draws,48
raise,47
satisfied,47
strikes,47
winter,47
cease,47
contrary,47
octavius,47
cup,47
messala,47
loved,47
ignorant,47
stranger,47
perforce,47
thinking,47
plead,47
sail,47
laertes,47
victory,47
fiery,47
fall'n,47
graces,47
forsooth,47
hollow,47
steward,47
bow,47
skill,47
sleeping,47
speaking,47
villains,47
enjoy,47
commission,47
dread,47
sacred,47
vincentio,47
limbs,47
main,47
burden,46
3,46
dogs,46
i'd,46
beaten,46
flowers,46
degree,46
flood,46
bark,46
window,46
knowing,46
twelve,46
horatio,46
reputation,46
mariana,46
image,46
loose,46
contempt,46
prize,46
hie,46
thieves,46
dares,46
fairly,46
o'clock,46
phebe,46
north,46
fancy,46
sounds,46
blessing,46
fenton,46
dying,46
thisby,46
gifts,46
sees,46
brabantio,46
shortly,46
quit,46
tarry,45
according,45
lust,45
ros,45
whore,45
frame,45
haply,45
frown,45
oberon,45
ratcliff,45
brains,45
burning,45
kisses,45
repair,45
triumph,45
attended,45
sides,45
bend,45
bassianus,45
you-,45
egypt,45
liest,45
play'd,45
empress,44
porter,44
kinsman,44
parted,44
damned,44
ambition,44
bind,44
behalf,44
warm,44
abuse,44
iron,44
painter,44
cromwell,44
octavia,44
silvius,44
account,44
policy,44
slander,44
knaves,44
shine,44
s,44
serv'd,44
fate,44
think'st,44
disposition,44
root,44
dreams,44
tedious,44
bade,44
forces,44
drown'd,44
waste,44
perhaps,44
country's,44
offended,44
salt,44
shot,44
undertake,44
equal,44
mov'd,44
weeds,44
fear'd,44
lodovico,44
bishop,43
odds,43
unknown,43
gent,43
iras,43
weight,43
star,43
greet,43
regard,43
brows,43
bred,43
custom,43
native,43
soothsayer,43
numbers,43
advice,43
davy,43
farther,43
faint,43
bodies,43
attending,43
sleeps,43
smiles,43
lord-,43
fortune's,43
drown,43
fingers,43
prisoners,43
midnight,43
runs,43
hid,43
garden,43
fathers,43
capitol,43
yond,43
seas,42
peril,42
bury,42
revolt,42
west,42
flower,42
belike,42
finds,42
mars,42
fish,42
leonato,42
maiden,42
fatal,42
search,42
mischief,42
friendship,42
perdita,42
dearly,42
dar'st,42
maintain,42
flatter,42
sirs,42
line,42
maids,42
big,42
tells,42
methought,42
hugh,42
woes,42
apt,42
tempest,42
she'll,42
sorrows,42
dagger,42
sooth,41
fairest,41
render,41
reign,41
sly,41
edge,41
also,41
afraid,41
crave,41
solemn,41
moe,41
tread,41
lartius,41
wrought,41
padua,41
monsieur,41
everything,41
nobles,41
armour,41
alike,41
weapons,41
firm,41
stomach,41
month,41
pembroke,41
substance,41
device,41
picture,41
sore,41
weigh,41
drums,41
desert,41
fits,41
season,41
gaoler,41
pass'd,41
deceiv'd,41
debt,41
wish'd,40
nature's,40
possess'd,40
bite,40
conceit,40
lovell,40
apart,40
villainy,40
affections,40
complexion,40
followed,40
senate,40
canterbury,40
lean,40
hal,40
hill,40
commanded,40
y'are,40
pair,40
douglas,40
murtherer,40
glorious,40
sheep,40
clothes,40
bounty,40
apparel,40
sends,40
dumb,40
figure,40
fairies,40
titania,40
violent,40
mistake,40
banishment,40
cupid,40
fierce,40
grieve,40
hazard,40
practice,40
cinna,40
displeasure,40
timon's,40
henceforth,40
bird,40
barren,40
favours,40
whoreson,40
pen,39
dishonour,39
thereof,39
dolabella,39
benefit,39
deserv'd,39
countrymen,39
ripe,39
prologue,39
east,39
advise,39
stain,39
dwell,39
add,39
surely,39
willing,39
sentence,39
arm'd,39
staff,39
remains,39
sky,39
crown'd,39
wears,39
commit,39
utter,39
beauteous,39
stroke,39
devils,39
reverence,39
aim,39
acquainted,39
proclaim,39
object,39
prey,39
sold,39
chair,39
hateful,39
adam,39
elder,39
habit,39
entertain,39
hardly,39
milan,39
sell,39
isle,39
purposes,39
sweat,38
pause,38
windsor,38
laws,38
places,38
rock,38
afterwards,38
suspect,38
wounded,38
cave,38
except,38
robin,38
osw,38
darkness,38
avoid,38
stronger,38
arise,38
infinite,38
minister,38
unnatural,38
tut,38
answer'd,38
cell,38
modest,38
eternal,38
vantage,38
deserves,38
peers,38
wants,38
accuse,38
virgilia,38
all's,38
chaste,38
creatures,38
ignorance,38
unhappy,38
ladyship,38
perform,38
fairer,38
clock,38
duncan,37
wrong'd,37
heartily,37
angels,37
pieces,37
marks,37
ambitious,37
otherwise,37
tame,37
trade,37
dignity,37
store,37
entertainment,37
stage,37
books,37
earnest,37
slew,37
rotten,37
betray,37
amongst,37
hanging,37
titinius,37
feeble,37
slept,37
twain,37
misery,37
deer,37
appetite,37
hangs,37
stays,37
profit,37
assur'd,37
nights,37
abide,37
deliver'd,37
retire,37
companion,37
banish,37
special,37
bora,37
cur,36
ruin,36
language,36
slaves,36
bent,36
sway,36
groans,36
necessity,36
pour,36
senses,36
instrument,36
familiar,36
defence,36
seem'd,36
difference,36
impossible,36
nobly,36
personae,36
express,36
nobility,36
months,36
whip,36
belly,36
smooth,36
pedant,36
amiss,36
nathaniel,36
sins,36
hercules,36
husband's,36
sought,36
acquaintance,36
unworthy,36
passing,36
scape,36
edgar,36
polonius,36
lip,36
stay'd,36
honor,36
withdraw,36
fruit,36
babe,36
leg,36
silent,36
taking,36
scotland,36
worn,36
senior,36
friendly,36
mess,36
cares,36
dramatis,36
eight,36
written,35
guest,35
lennox,35
car,35
serves,35
morn,35
hat,35
courtier,35
saucy,35
tall,35
monument,35
mouths,35
goths,35
speak'st,35
kindly,35
envious,35
attendant,35
athenian,35
park,35
delay,35
passage,35
players,35
committed,35
partly,35
looking,35
gloucester's,35
perform'd,35
e'en,35
wor,35
bell,35
willingly,35
glove,35
jupiter,35
jealousy,35
blown,35
bawd,35
coz,35
cranmer,35
huge,35
discover,35
bravely,35
lucilius,35
rob,35
pocket,35
dew,35
plays,35
robert,35
corin,35
reward,35
reading,34
lamb,34
urge,34
reveng'd,34
banished,34
lines,34
sink,34
groan,34
italy,34
troyan,34
frederick,34
rhyme,34
observe,34
height,34
tyranny,34
moved,34
direct,34
drive,34
messengers,34
convey,34
cat,34
services,34
attempt,34
fox,34
dish,34
beside,34
league,34
confound,34
drew,34
felt,34
snow,34
visage,34
enforce,34
lusty,34
directly,34
pleasures,34
chase,34
gardiner,34
bride,34
prayer,34
boast,34
miserable,34
montano,34
verona,34
dick,34
crying,34
stoop,33
freedom,33
weeps,33
bar,33
et,33
younger,33
zeal,33
kin,33
queen's,33
tremble,33
honey,33
circumstance,33
hall,33
humours,33
began,33
gait,33
marvel,33
calm,33
armed,33
chang'd,33
sour,33
diomed,33
birds,33
exchange,33
cressid,33
savage,33
beasts,33
length,33
heaven's,33
pleasant,33
wondrous,33
spur,33
travel,33
bleed,33
commons,33
greek,33
pursue,33
possession,33
knocking,33
menelaus,33
physic,33
audience,33
satisfaction,33
faithful,33
mount,33
wolf,33
alexas,33
pomp,33
nephew,33
temper,33
resolv'd,33
guarded,33
cor,32
grecian,32
handkerchief,32
pinch,32
provide,32
lord's,32
orchard,32
4,32
isabel,32
in's,32
earthly,32
carried,32
standing,32
pow'r,32
shoulders,32
fright,32
grew,32
odd,32
horn,32
it's,32
strife,32
suits,32
williams,32
virgin,32
breach,32
bohemia,32
absent,32
renowned,32
knights,32
capulet,32
whisper,32
continue,32
slight,32
outlaw,32
island,32
wisely,32
feeling,32
suspicion,32
wed,32
discretion,32
strive,32
antigonus,32
signs,32
knit,32
rugby,32
beshrew,32
naples,32
regan,32
honour'd,32
time's,32
bore,32
parley,32
press,32
conference,32
dorset,32
falsehood,32
wishes,32
sixth,32
leads,32
start,32
points,31
pitch,31
verse,31
hereford,31
appointed,31
discharge,31
mass,31
stern,31
derby,31
muse,31
thrown,31
shapes,31
tricks,31
condemn'd,31
mountain,31
fifth,31
cursed,31
hunt,31
offices,31
disdain,31
rebels,31
charm,31
minute,31
theirs,31
band,31
gently,31
refuse,31
graves,31
vernon,31
notice,31
compass,31
dozen,31
joyful,31
perish,31
tempt,31
vessel,31
lately,31
ireland,31
smiling,31
goneril,31
scroop,31
publius,31
wholesome,31
audrey,31
expect,31
torment,31
seize,31
fifty,31
boot,31
enterprise,31
alexander,31
item,31
daily,31
youthful,31
remove,31
garter,31
trees,31
stream,31
moment,31
higher,31
rash,31
conquest,31
error,31
secure,31
message,31
torture,31
coat,31
ran,31
siege,31
fore,31
loyal,30
singing,30
persuade,30
terror,30
troops,30
him-,30
fields,30
day's,30
troubled,30
allow,30
invisible,30
shook,30
rescue,30
mile,30
advance,30
summer's,30
prepar'd,30
cover,30
step,30
cool,30
consul,30
shown,30
prick,30
commands,30
steps,30
suppose,30
ended,30
nice,30
rid,30
gobbo,30
privilege,30
caught,30
whereon,30
alice,30
wot,30
accept,30
beauty's,30
pitiful,30
fed,30
loath,30
injury,30
task,30
ago,30
newly,30
banquet,30
example,30
absolute,30
meantime,30
subtle,30
gar,30
beats,30
learning,30
pronounce,30
score,30
bleeding,30
pluck'd,30
corrupt,30
famous,30
